Row	Column	Plate	Product Name	Formula	Product No.	ChEBI Name	SMILES	InChI	InChIKey	formula	ChEBI	KEGG	HMDB	LipidMaps
G	10	10	2-Methyl-1-propanol	C4H10O	78-83-1	isobutanol	CC(C)CO	InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3	ZXEKIIBDNHEJCQ-UHFFFAOYSA-N	C4H10O	CHEBI:46645	C14710	HMDB0006006	
			3-Methoxypropanoic acid	C4H8O3	235370	3-Methoxypropanoic acid	COCCC(=O)O	InChI=1S/C4H8O3/c1-7-3-2-4(5)6/h2-3H2,1H3,(H,5,6)	YSIKHBWUBSFBRZ-UHFFFAOYSA-N	C4H8O3				
F	3	3	8-Aminooctanoic acid	C8H17NO2	1002-57-9	8-aminooctanoic acid	OC(=O)CCCCCCCN	InChI=1S/C8H17NO2/c9-7-5-3-1-2-4-6-8(10)11/h1-7,9H2,(H,10,11)	UQXNEWQGGVUVQA-UHFFFAOYSA-N	C8H17NO2	CHEBI:143265			LMFA01100059
F	2	4	Acetaminophen	C8H9NO2	103-90-2	paracetamol	CC(=O)NC1=CC=C(O)C=C1	InChI=1S/C8H9NO2/c1-6(10)9-7-2-4-8(11)5-3-7/h2-5,11H,1H3,(H,9,10)	RZVAJINKPMORJF-UHFFFAOYSA-N	C8H9NO2	CHEBI:46195	C06804	HMDB0001859	
J	2	8	Allopurinol	C5H4N4O	315-30-0	allopurinol	O=C1N=CN=C2NNC=C12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	OFCNXPDARWKPPY-UHFFFAOYSA-N	C5H4N4O	CHEBI:40279		HMDB0014581	
B	2	7	Aspartame	C14H18N2O5	22839-47-0	aspartame	COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O	InChI=1S/C14H18N2O5/c1-21-14(20)11(7-9-5-3-2-4-6-9)16-13(19)10(15)8-12(17)18/h2-6,10-11H,7-8,15H2,1H3,(H,16,19)(H,17,18)/t10-,11-/m0/s1	IAOZJIPTCAWIRG-QWRGUYRKSA-N	C14H18N2O5	CHEBI:2877	C11045	HMDB0001894	
C	6	10	Diethanolamine HCl	C4H11NO2.HCl	14426-21-2	diethanolamine	OCCNCCO	InChI=1S/C4H11NO2/c6-3-1-5-2-4-7/h5-7H,1-4H2	ZBCBWPMODOFKDW-UHFFFAOYSA-N	C4H11NO2	CHEBI:28123	C06772	HMDB0004437	
I	1	6	Doxycycline monohydrate	C22H24N2O8.H2O	17086-28-1	doxycycline	[H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O	InChI=1S/C22H24N2O8/c1-7-8-5-4-6-9(25)11(8)16(26)12-10(7)17(27)14-15(24(2)3)18(28)13(21(23)31)20(30)22(14,32)19(12)29/h4-7,10,14-15,17,25,27-29,32H,1-3H3,(H2,23,31)/t7-,10+,14+,15-,17-,22-/m0/s1	JBIWCJUYHHGXTC-AKNGSSGZSA-N	C22H24N2O8	CHEBI:50845	C06973	HMDB0014399	LMPK07000001
E	8	1	Famotidine	C8H15N7O2S3	76824-35-6	famotidine	NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1	InChI=1S/C8H15N7O2S3/c9-6(15-20(12,16)17)1-2-18-3-5-4-19-8(13-5)14-7(10)11/h4H,1-3H2,(H2,9,15)(H2,12,16,17)(H4,10,11,13,14)	XUFQPHANEAPEMJ-UHFFFAOYSA-N	C8H15N7O2S3	CHEBI:4975		HMDB0001919	
F	10	9	Fusidic acid sodium salt	C31H47O6.Na	751-94-0	fusidic acid	O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C	InChI=1S/C31H48O6/c1-17(2)9-8-10-20(28(35)36)26-22-15-24(34)27-29(5)13-12-23(33)18(3)21(29)11-14-30(27,6)31(22,7)16-25(26)37-19(4)32/h9,18,21-25,27,33-34H,8,10-16H2,1-7H3,(H,35,36)/b26-20-/t18-,21-,22-,23+,24+,25-,27-,29-,30-,31-/m0/s1	IECPWNUMDGFDKC-MZJAQBGESA-N	C31H48O6	CHEBI:29013	C06694	HMDB0015570	
J	5	9	Glipizide	C21H27N5O4S	29094-61-9	glipizide	CC1=CN=C(C=N1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1	InChI=1S/C21H27N5O4S/c1-15-13-24-19(14-23-15)20(27)22-12-11-16-7-9-18(10-8-16)31(29,30)26-21(28)25-17-5-3-2-4-6-17/h7-10,13-14,17H,2-6,11-12H2,1H3,(H,22,27)(H2,25,26,28)	ZJJXGWJIGJFDTL-UHFFFAOYSA-N	C21H27N5O4S	CHEBI:5384		HMDB0015200	
			Glycerol-1-Octanoate			1-monooctanoylglycerol	CCCCCCCC(=O)OCC(O)CO	InChI=1S/C11H22O4/c1-2-3-4-5-6-7-11(14)15-9-10(13)8-12/h10,12-13H,2-9H2,1H3	GHBFNMLVSPCDGN-UHFFFAOYSA-N	C11H22O4	CHEBI:85241			
D	2	4	Guanidine hydrochloride	CH6N3.Cl	50-01-1	guanidine	NC(N)=N	InChI=1S/CH5N3/c2-1(3)4/h(H5,2,3,4)	ZRALSGWEFCBTJO-UHFFFAOYSA-N	CH5N3	CHEBI:42820	C17349	HMDB0001842	
I	1	2	Isocytosine	C4H5N3O	108-53-2	2-amino-4-hydroxypyrimidine	C=1N=C(N=C(C1)O)N	InChI=1S/C4H5N3O/c5-4-6-2-1-3(8)7-4/h1-2H,(H3,5,6,7,8	XQCZBXHVTFVIFE-UHFFFAOYSA-N	CHEBI:55502	CHEBI:55502			
J	3	9	Prednisolone	C21H28O5	50-24-8	prednisolone	[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C	InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	OIGNJSKKLXVSLS-VWUMJDOOSA-N	C21H28O5	CHEBI:8378	C07369	HMDB0014998	
			Sodium cyclamate	C6H12NNaO3S	139-05-9	cyclohexylsulfamic acid	OS(=O)(=O)NC1CCCCC1	InChI=1S/C6H13NO3S/c8-11(9,10)7-6-4-2-1-3-5-6/h6-7H,1-5H2,(H,8,9,10)	HCAJEUSONLESMK-UHFFFAOYSA-N	C6H13NO3S	CHEBI:15964	C02824	HMDB0031340	
H	5	6	Sulfisoxazole	C11H13N3O3S	127-69-5	sulfisoxazole	CC1=NOC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1C	InChI=1S/C11H13N3O3S/c1-7-8(2)13-17-11(7)14-18(15,16)10-5-3-9(12)4-6-10/h3-6,14H,12H2,1-2H3	NHUHCSRWZMLRLA-UHFFFAOYSA-N	C11H13N3O3S	CHEBI:102484	C07318	HMDB0014408	
H	7	1	Thiamine disulfide	C24H34N8O4S2	67-16-3	Thiamine disulfide	C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCO)SS\C(CCO)=C(/C)N(Cc1cnc(C)nc1N)C=O	InChI=1S/C24H34N8O4S2/c1-15(31(13-35)11-19-9-27-17(3)29-23(19)25)21(5-7-33)37-38-22(6-8-34)16(2)32(14-36)12-20-10-28-18(4)30-24(20)26/h9-10,13-14,33-34H,5-8,11-12H2,1-4H3,(H2,25,27,29)(H2,26,28,30)/b21-15+,22-16+	GFEGEDUIIYDMOX-YHARCJFQSA-	C24H34N8O4S2	CHEBI:81715	C18377		
E	9	8	Thiourea	CH4N2S	62-56-6	thiourea	NC(N)=S	InChI=1S/CH4N2S/c2-1(3)4/h(H4,2,3,4)	UMGDCJDMYOKAJW-UHFFFAOYSA-N	CH4N2S	CHEBI:36946	C14415	HMDB0034155	
A	7	3	Adenosine	C10H13N5O4	58-61-7	adenosine	NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC=N1	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	OIRDTQYFTABQOQ-KQYNXXCUSA-N	C10H13N5O4	CHEBI:16335	C00212	HMDB0000050	
E	5	4	Adenosine 5'-monophosphate	C10H14N5O7P	61-19-8	adenosine 5'-monophosphate	NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	UDMBCSSLTHHNCD-KQYNXXCUSA-N	C10H14N5O7P	CHEBI:16027	C00020	HMDB0000045	
A	3	5	Adenosine cyclophosphate	C10H12N5O6P	60-92-4	3',5'-cyclic AMP	[H][C@@]12COP(O)(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C=NC2=C1N=CN=C2N	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	IVOMOUWHDPKRLL-KQYNXXCUSA-N	C10H12N5O6P	CHEBI:17489	C00575	HMDB0000058	
D	9	7	D-Glutamic acid	C5H9NO4	6893-26-1	D-glutamic acid	N[C@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m1/s1	WHUUTDBJXJRKMK-GSVOUGTGSA-N	C5H9NO4	CHEBI:15966	C00217	HMDB0003339	
H	5	9	D-Histidine	C6H9N3O2	351-50-8	D-histidine	N[C@H](Cc1c[nH]cn1)C(O)=O	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m1/s1	HNDVDQJCIGZPNO-RXMQYKEDSA-N	C6H9N3O2	CHEBI:27947	C06419		
H	6	2	DL-m-Tyrosine	C9H11NO3	775-06-4	L-m-tyrosine	N[C@@H](CC1=CC=CC(O)=C1)C(O)=O	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-2-1-3-7(11)4-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1	JZKXXXDKRQWDET-QMMMGPOBSA-N	C9H11NO3	CHEBI:44303		HMDB0059720	
			D-Threonine	C4H9NO3	632-20-2	D-threonine	C[C@H](O)[C@@H](N)C(O)=O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m0/s1	AYFVYJQAPQTCCC-STHAYSLISA-N	C4H9NO3	CHEBI:16398	C00820	HMDB0013775	
E	4	3	L-Threonic acid Calcium Salt	C8H14O10.Ca0.5	70753-61-6	L-threonic acid	OC[C@H](O)[C@@H](O)C(O)=O	InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)/t2-,3+/m0/s1	JPIJQSOTBSSVTP-STHAYSLISA-N	C4H8O5	CHEBI:15908	C01620	HMDB0000943	
B	4	5	Adenosine 5'-triphosphate disodium salt	C10H14N5O13P3.2Na	987-65-5	ATP	NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O	InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1	ZKHQWZAMYRWXGA-KQYNXXCUSA-N	C10H16N5O13P3	CHEBI:15422	C00002	HMDB0000538	
G	3	2	Aminoadipic acid	C6H11NO4	542-32-5	L-2-aminoadipic acid	N[C@@H](CCCC(O)=O)C(O)=O	InChI=1S/C6H11NO4/c7-4(6(10)11)2-1-3-5(8)9/h4H,1-3,7H2,(H,8,9)(H,10,11)/t4-/m0/s1	OYIFNHCXNCRBQI-BYPYZUCNSA-N	C6H11NO4	CHEBI:37023	C00956	HMDB0000510	
F	4	3	Aminomalonic acid	C3H5NO4	1068-84-4	aminomalonic acid	NC(C(O)=O)C(O)=O	InChI=1S/C3H5NO4/c4-1(2(5)6)3(7)8/h1H,4H2,(H,5,6)(H,7,8)	JINBYESILADKFW-UHFFFAOYSA-N	C3H5NO4	CHEBI:17475	C00872	HMDB0001147	
D	8	5	D-(+)-Trehalose dihydrate	C12H22O11.H2OYYY2	6138-23-4	alpha,alpha-trehalose	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C12H22O11/c13-1-3-5(15)7(17)9(19)11(21-3)23-12-10(20)8(18)6(16)4(2-14)22-12/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11-,12-/m1/s1	HDTRYLNUVZCQOY-LIZSDCNHSA-N	C12H22O11	CHEBI:16551	C01083	HMDB0000975	
F	6	5	D-Fructose-1,6-diphosphate trisodium salt octahydrate			keto-D-fructose 1,6-bisphosphate	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O	InChI=1S/C6H14O12P2/c7-3(1-17-19(11,12)13)5(9)6(10)4(8)2-18-20(14,15)16/h3,5-7,9-10H,1-2H2,(H2,11,12,13)(H2,14,15,16)/t3-,5-,6-/m1/s1	XPYBSIWDXQFNMH-UYFOZJQFSA-N	C6H14O12P2	CHEBI:16905	C00354	HMDB0001058	
A	7	5	D-Fructose-6-phosphate disodium	C6H11O9P.2Na	26177-86-6	keto-D-fructose 6-phosphate	OCC(=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O	InChI=1S/C6H13O9P/c7-1-3(8)5(10)6(11)4(9)2-15-16(12,13)14/h4-7,9-11H,1-2H2,(H2,12,13,14)/t4-,5-,6-/m1/s1	GSXOAOHZAIYLCY-HSUXUTPPSA-N	C6H13O9P	CHEBI:15946	C00085	HMDB0000124	
H	2	9	D-Glutamine	C5H10N2O3	5959-95-5	D-glutamine	N[C@H](CCC(N)=O)C(O)=O	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m1/s1	ZDXPYRJPNDTMRX-GSVOUGTGSA-N	C5H10N2O3	CHEBI:17061	C00819	HMDB0003423	
I	1	1	Lactobionic acid	C12H22O12	96-82-2	lactobionic acid	OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C(O)=O	InChI=1S/C12H22O12/c13-1-3(15)10(7(18)8(19)11(21)22)24-12-9(20)6(17)5(16)4(2-14)23-12/h3-10,12-20H,1-2H2,(H,21,22)/t3-,4-,5+,6+,7-,8-,9-,10-,12+/m1/s1	JYTUSYBCFIZPBE-AMTLMPIISA-N	C12H22O12	CHEBI:55481			
H	10	3	5-Methyluridine	C10H14N2O6	1463-10-1	ribothymidine	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O	InChI=1S/C10H14N2O6/c1-4-2-12(10(17)11-8(4)16)9-7(15)6(14)5(3-13)18-9/h2,5-7,9,13-15H,3H2,1H3,(H,11,16,17)/t5-,6-,7-,9-/m1/s1	DWRXFEITVBNRMK-JXOAFFINSA-N	C10H14N2O6	CHEBI:45996		HMDB0000884	
			Ac-L-Orn-OH	C7H14N2O3	1572591	N-alpha-Acetyl-L-ornithine	CC(=O)NC(CCN)CC(=O)O	InChI=1S/C7H14N2O3/c1-5(10)9-6(2-3-8)4-7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)	RGGSNNCJGLQIPG-UHFFFAOYSA-N	C7H14N2O3				
			Acrylic acid, contains MEHQ as stabilizer			acrylic acid	OC(=O)C=C	InChI=1S/C3H4O2/c1-2-3(4)5/h2H,1H2,(H,4,5)	NIXOWILDQLNWCW-UHFFFAOYSA-N	C3H4O2	CHEBI:18308	C00511	HMDB0031647	LMFA01030193
D	8	2	D-histidine methyl ester dihydrochloride	C7H11N3O2.HClYYY2	4467-54-3	L-Histidine methyl ester	O(C(=O)[C@@H](N)CC=1NC=NC1)C	InChI=1S/C7H11N3O2/c1-12-7(11)6(8)2-5-3-9-4-10-5/h3-4,6H,2,8H2,1H3,(H,9,10)/t6-/m0/s1	BXRMEWOQUXOLDH-LURJTMIESA-N	C7H11N3O2	CHEBI:169996			
H	8	4	Dihydrouracil	C4H6N2O2	504-07-4	5,6-dihydrouracil	O=C1CCNC(=O)N1	InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)	OIVLITBTBDPEFK-UHFFFAOYSA-N	C4H6N2O2	CHEBI:15901	C00429	HMDB0000076	
			DL-3-Aminoisobutyric acid			3-aminoisobutyric acid	CC(CN)C(O)=O	InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)	QCHPKSFMDHPSNR-UHFFFAOYSA-N	C4H9NO2	CHEBI:27389	C05145	HMDB0003911	LMFA01100054
C	4	9	DL-Benzylsuccinic acid	C11H12O4	884-33-3	(R)-2-benzylsuccinic acid	OC(=O)C[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C11H12O4/c12-10(13)7-9(11(14)15)6-8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H,12,13)(H,14,15)/t9-/m1/s1	GTOFKXZQQDSVFH-SECBINFHSA-N	C11H12O4	CHEBI:41241	C09816	HMDB0012127	
G	6	9	D-Methionine	C5H11NO2S	348-67-4	D-methionine	CSCC[C@@H](N)C(O)=O	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m1/s1	FFEARJCKVFRZRR-SCSAIBSYSA-N	C5H11NO2S	CHEBI:16867	C00855		
H	1	9	D-Tyrosine	C9H11NO3	556-02-5	D-tyrosine	N[C@H](Cc1ccc(O)cc1)C(O)=O	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m1/s1	OUYCCCASQSFEME-MRVPVSSYSA-N	C9H11NO3	CHEBI:28479	C06420		
F	10	10	Ethyl 2-methylacetoacetate 	C7H12O3	609-14-3	ethyl 2-methyl-3-oxobutanoate	CCOC(=O)C(C)C(=O)C	InChI=1S/C7H12O3/c1-4-10-7(9)5(2)6(3)8/h5H,4H2,1-3H3	FNENWZWNOPCZGK-UHFFFAOYSA-N	C7H12O3				
I	9	6	L-(+)-Rhamnose monohydrate	C6H12O5.H2O	10030-85-0	L-rhamnopyranose	C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O	InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3/t2-,3-,4+,5+,6?/m0/s1	SHZGCJCMOBCMKK-JFNONXLTSA-N	C6H12O5	CHEBI:62346	C00507	HMDB0000849	
D	9	8	L-Norvaline	C5H11NO2	6600-40-4	D-2-aminopentanoic acid	CCC[C@@H](N)C(O)=O	InChI=1S/C5H11NO2/c1-2-3-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m1/s1	SNDPXSYFESPGGJ-SCSAIBSYSA-N	C5H11NO2	CHEBI:28804	C01799	HMDB0013716	
B	2	5	L-Sorbose	C6H12O6	87-79-6	alpha-L-sorbopyranose	OC[C@@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H12O6/c7-2-6(11)5(10)4(9)3(8)1-12-6/h3-5,7-11H,1-2H2/t3-,4+,5-,6+/m0/s1	LKDRXBCSQODPBY-BGPJRJDNSA-N	C6H12O6	CHEBI:10295	C08356	HMDB0001266	
B	5	1	Maleamic acid	C4H5NO3	557-24-4	maleamic acid	NC(=O)\C=C/C(O)=O	InChI=1S/C4H5NO3/c5-3(6)1-2-4(7)8/h1-2H,(H2,5,6)(H,7,8)/b2-1-	FSQQTNAZHBEJLS-UPHRSURJSA-N	C4H5NO3	CHEBI:29045	C01596		
D	10	1	Quinoline-4-carboxylic acid	C10H7NO2	486-74-8	quinoline-4-carboxylic acid	C12=C(N=CC=C1C(O)=O)C=CC=C2	InChI=1S/C10H7NO2/c12-10(13)8-5-6-11-9-4-2-1-3-7(8)9/h1-6H,(H,12,13)	VQMSRUREDGBWKT-UHFFFAOYSA-N	C10H7NO2	CHEBI:18311	C06414		
B	2	4	Allantoin	C4H6N4O3.	97-59-6	allantoin	NC(=O)NC1NC(=O)NC1=O	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	POJWUDADGALRAB-UHFFFAOYSA-N	C4H6N4O3	CHEBI:15676	C01551	HMDB0000462	
J	1	5	Benzoic acid	C6H5COOH	65-85-0	benzoic acid	OC(=O)C1=CC=CC=C1	InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)	WPYMKLBDIGXBTP-UHFFFAOYSA-N	C7H6O2	CHEBI:30746	C00539	HMDB0001870	
B	9	11	DL-2-Phenylpropionic acid	C9H10O3	492-37-5	hydratropic acid	CC(C(O)=O)C1=CC=CC=C1	InChI=1S/C9H10O2/c1-7(9(10)11)8-5-3-2-4-6-8/h2-7H,1H3,(H,10,11)	YPGCWEMNNLXISK-UHFFFAOYSA-N	C9H10O2	CHEBI:48526		HMDB0011743	
			Oxyresveratrol			Oxyresveratrol	Oc1ccc(\C=C\c2cc(O)cc(O)c2)c(O)c1	InChI=1S/C14H12O4/c15-11-4-3-10(14(18)8-11)2-1-9-5-12(16)7-13(17)6-9/h1-8,15-18H/b2-1+	PDHAOJSHSJQANO-OWOJBTEDSA-N	C14H12O4	CHEBI:7870	C10273	HMDB0128505	
B	7	6	Sodium Propionate	C3H5O2.Na	137-40-6	propionic acid	CCC(O)=O	InChI=1S/C3H6O2/c1-2-3(4)5/h2H2,1H3,(H,4,5)	XBDQKXXYIPTUBI-UHFFFAOYSA-N	C3H6O2	CHEBI:30768	C00163	HMDB0000237	
C	9	4	Sodium thiocyanate	CNS.Na	540-72-7	thiocyanate	[S-]C#N	InChI=1S/CHNS/c2-1-3/h3H/p-1	ZMZDMBWJUHKJPS-UHFFFAOYSA-M	CNS	CHEBI:18022		HMDB0001453	
			all-trans-Astaxanthin 	C40H52O4	472-61-7	astaxanthin	C\C(\C=C\C=C(/C)\C=C\C1=C(C)C(=O)[C@@H](O)CC1(C)C)=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)C(=O)[C@@H](O)CC1(C)C	InChI=1S/C40H52O4/c1-27(17-13-19-29(3)21-23-33-31(5)37(43)35(41)25-39(33,7)8)15-11-12-16-28(2)18-14-20-30(4)22-24-34-32(6)38(44)36(42)26-40(34,9)10/h11-24,35-36,41-42H,25-26H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,27-15+,28-16+,29-19+,30-20+/t35-,36-/m0/s1	MQZIGYBFDRPAKN-UWFIBFSHSA-N	C40H52O4	CHEBI:40968	C08580	HMDB0002204	LMPR01070263
C	8	2	Baicalein	C15H10O5	491-67-8	baicalein	OC1=C(O)C(O)=C2C(=O)C=C(OC2=C1)C1=CC=CC=C1	InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H	FXNFHKRTJBSTCS-UHFFFAOYSA-N	C15H10O5	CHEBI:2979	C10023	HMDB0134890	LMPK12111095
J	3	11	Decanal	C10H20O	112-31-2	decanal	CCCCCCCCCC=O	InChI=1S/C10H20O/c1-2-3-4-5-6-7-8-9-10-11/h10H,2-9H2,1H3	KSMVZQYAVGTKIV-UHFFFAOYSA-N	C10H20O	CHEBI:31457	C12307	HMDB0011623	LMFA06000052
E	8	5	Dodecanedioic acid	C12H22O4	693-23-2	dodecanedioic acid	OC(=O)CCCCCCCCCCC(O)=O	InChI=1S/C12H22O4/c13-11(14)9-7-5-3-1-2-4-6-8-10-12(15)16/h1-10H2,(H,13,14)(H,15,16)	TVIDDXQYHWJXFK-UHFFFAOYSA-N	C12H22O4	CHEBI:4676	C02678	HMDB0000623	LMFA01170009
B	3	5	Ergosterol	C28H44O	57-87-4	ergosterol	[H][C@@]1(CC[C@@]2([H])C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)\C=C\[C@H](C)C(C)C	InChI=1S/C28H44O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h7-10,18-20,22,24-26,29H,11-17H2,1-6H3/b8-7+/t19-,20+,22-,24+,25-,26-,27-,28+/m0/s1	DNVPQKQSNYMLRS-APGDWVJJSA-N	C28H44O	CHEBI:16933	C01694	HMDB0000878	LMST01030093
F	7	4	Glycoursodeoxycholic acid	C26H43NO5	64480-66-6	glycoursodeoxycholic acid	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O	InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21+,24+,25+,26-/m1/s1	GHCZAUBVMUEKKP-XROMFQGDSA-N	C26H43NO5	CHEBI:89929		HMDB0000708	
F	8	4	Nonadecanoic acid	C19H38O2	646-30-0	nonadecanoic acid	CCCCCCCCCCCCCCCCCCC(O)=O	InChI=1S/C19H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h2-18H2,1H3,(H,20,21)	ISYWECDDZWTKFF-UHFFFAOYSA-N	C19H38O2	CHEBI:39246	C16535	HMDB0000772	
