Row	Column	Plate	Product Name	Formula	Product No.	ChEBI Name	SMILES	InChI	InChIKey	formula	ChEBI	KEGG	HMDB	LipidMaps
G	1	1	Methylmalonic acid	C4H6O4	M54058	methylmalonic acid	CC(C(O)=O)C(O)=O	InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)	ZIYVHBGGAOATLY-UHFFFAOYSA-N	C4H6O4	CHEBI:30860	C02170	HMDB0000202	LMFA01170118
G	2	1	Pipecolinic acid	C6H11NO2	P45850	pipecolic acid	OC(=O)C1CCCCN1	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	HXEACLLIILLPRG-UHFFFAOYSA-N	C6H11NO2	CHEBI:17964		HMDB0000070	
G	3	1	(±)-Mevalonolactone	C6H10O3	M4667	4-hydroxy-4-methyl-2-oxanone	CC1(CCOC(=O)C1)O	InChI=1S/C6H10O3/c1-6(8)2-3-9-5(7)4-6/h8H,2-4H2,1H3	JYVXNLLUYHCIIH-UHFFFAOYSA-N	C6H10O3	CHEBI:95115			
G	4	1	L-(−)-Malic acid	C4H6O5	112577	(S)-malic acid	O[C@@H](CC(O)=O)C(O)=O	InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)/t2-/m0/s1	BJEPYKJPYRNKOW-REOHCLBHSA-N	C4H6O5	CHEBI:30797	C00149	HMDB0000156	
G	5	1	Phenylacetic acid	C8H8O2	P16621	phenylacetic acid	C1=CC=C(C=C1)CC(=O)O	InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)	WLJVXDMOQOGPHL-UHFFFAOYSA-N	C8H8O2	CHEBI:30745	C07086	HMDB0000209	
G	6	1	(RS)-Mevalonic acid lithium salt	C6H12O4	90469	mevalonic acid	CC(O)(CCO)CC(O)=O	InChI=1S/C6H12O4/c1-6(10,2-3-7)4-5(8)9/h7,10H,2-4H2,1H3,(H,8,9)	KJTLQQUUPVSXIM-UHFFFAOYSA-N	C6H12O4	CHEBI:25351		HMDB0000227	
G	7	1	Orotic acid	C5H4N2O4	O2750	orotic acid	C1=C(NC(=O)NC1=O)C(=O)O	InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)	PXQPEWDEAKTCGB-UHFFFAOYSA-N	C5H4N2O4	CHEBI:16742	C00295	HMDB0000226	
G	8	1	Phenylpyruvic acid	C9H8O3	286958	keto-phenylpyruvic acid	C1=CC=C(C=C1)CC(=O)C(=O)O	InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)	BTNMPGBKDVTSJY-UHFFFAOYSA-N	C9H8O3	CHEBI:30851	C00166	HMDB0000205	
G	9	1	D-(+)-3-Phenyllactic acid	C9H10O3	376906	(R)-3-phenyllactic acid	O[C@H](Cc1ccccc1)C(O)=O	InChI=1S/C9H10O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8,10H,6H2,(H,11,12)/t8-/m1/s1	VOXXWSYKYCBWHO-MRVPVSSYSA-N	C9H10O3	CHEBI:32978	C05607		
G	10	1	N-Acetyl-L-aspartic acid	C6H9NO5	920	N-acetyl-L-aspartic acid	CC(=O)N[C@@H](CC(O)=O)C(O)=O	InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1	OTCCIMWXFLJLIA-BYPYZUCNSA-N	C6H9NO5	CHEBI:21547	C01042	HMDB0000812	
G	11	1	(−) Quinic acid	C7H12O6	46944-U	(-)-quinic acid	O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1	AAWZDTNXLSGCEK-WYWMIBKRSA-N	C7H12O6	CHEBI:17521	C00296	HMDB0003072	
G	12	1	N-Acetyl-L-tyrosine	C11H13NO4	PHR1173	N-acetyl-L-tyrosine	C([C@H](CC1=CC=C(C=C1)O)NC(C)=O)(=O)O	InChI=1S/C11H13NO4/c1-7(13)12-10(11(15)16)6-8-2-4-9(14)5-3-8/h2-5,10,14H,6H2,1H3,(H,12,13)(H,15,16)/t10-/m0/s1	CAHKINHBCWCHCF-JTQLQIEISA-N	C11H13NO4	CHEBI:21563		HMDB0000866	
H	1	1	Sodium (R)-β-hydroxyisobutyrate	C4H8O3	11161	(R)-β-hydroxyisobutyrate	CC(CO)C(=O)O	InChI=1/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)	DBXBTMSZEOQQDU-UHFFFAOYNA-N	C4H8O3				
H	2	1	Succinic acid	C4H6O4	797987	succinic acid	C(CC(=O)O)C(=O)O	InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)	KDYFGRWQOYBRFD-UHFFFAOYSA-N	C4H6O4	CHEBI:15741	C00042	HMDB0000254	LMFA01170043
H	3	1	Glutaconic acid	C5H6O4	49360	glutaconic acid	C(C=CC(=O)O)C(=O)O	InChI=1S/C5H6O4/c6-4(7)2-1-3-5(8)9/h1-2H,3H2,(H,6,7)(H,8,9)	XVOUMQNXTGKGMA-UHFFFAOYSA-N	C5H6O4	CHEBI:24309			
H	4	1	2-Hydroxy-3-methylvaleric acid	C6H12O3	80529	2-hydroxy-3-methylpentanoic acid	CCC(C)C(C(=O)O)O	InChI=1/C6H12O3/c1-3-4(2)5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)	RILPIWOPNGRASR-UHFFFAOYSA-N	C6H12O3	CHEBI:133083			
H	5	1	4-Imidazoleacrylic acid	C6H6N2O2	859796	urocanic acid	C1=C(NC=N1)C=CC(=O)O	InChI=1S/C6H6N2O2/c9-6(10)2-1-5-3-7-4-8-5/h1-4H,(H,7,8)(H,9,10)	LOIYMIARKYCTBW-UHFFFAOYSA-N	C6H6N2O2	CHEBI:27248		HMDB0000301	
H	6	1	2-Furanacetic acid	C6H8O4	722316	2-Furylacetic acid	C1=COC(=C1)CC(=O)O	InChI=1S/C6H6O3/c7-6(8)4-5-2-1-3-9-5/h1-3H,4H2,(H,7,8)	VYSRZETUSAOIMP-UHFFFAOYSA-N	C6H6O3				
H	7	1	Tiglyl Glycine	C7H11NO3	T440100	N-(2-Methyl-2-butenoyl)glycine	CC=C(C)C(=O)NCC(=O)O	InChI=1S/C7H11NO3/c1-3-5(2)7(11)8-4-6(9)10/h3H,4H2,1-2H3,(H,8,11)(H,9,10)	WRUSVQOKJIDBLP-UHFFFAOYSA-N	C7H11NO3				
H	8	1	4,6-Dioxoheptanoic acid	C7H10O4	D1415	4,6-dioxoheptanoic acid	CC(=O)CC(=O)CCC(=O)O	InChI=1S/C7H10O4/c1-5(8)4-6(9)2-3-7(10)11/h2-4H2,1H3,(H,10,11)	WYEPBHZLDUPIOD-UHFFFAOYSA-N	C7H10O4	CHEBI:87897		HMDB0000635	
H	9	1	3-Hydroxyhexanedioic Acid	C6H10O5	H943100	3-Hydroxyadipic acid	C(CC(=O)O)C(CC(=O)O)O	InChI=1/C6H10O5/c7-4(3-6(10)11)1-2-5(8)9/h4,7H,1-3H2,(H,8,9)(H,10,11)	YVOMYDHIQVMMTA-UHFFFAOYSA-N	C6H10O5	CHEBI:89205		HMDB0000345	
H	10	1	2,3-Pyridinedicarboxylic acid	C7H5NO4	P63204	quinolinic acid	C1=CC(=C(N=C1)C(=O)O)C(=O)O	InChI=1S/C7H5NO4/c9-6(10)4-2-1-3-8-5(4)7(11)12/h1-3H,(H,9,10)(H,11,12)	GJAWHXHKYYXBSV-UHFFFAOYSA-N	C7H5NO4	CHEBI:16675	C03722	HMDB0000232	
H	11	1	4-Hydroxyphenylpyruvic acid	C9H8O4	114286	(4-hydroxyphenyl)pyruvic acid	C1=CC(=CC=C1CC(=O)C(=O)O)O	InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)	KKADPXVIOXHVKN-UHFFFAOYSA-N	C9H8O4	CHEBI:15999	C01179	HMDB0000707	
H	12	1	DL-p-Hydroxyphenyllactic Acid	C9H10O4	H953665	3-(4-hydroxyphenyl)lactic acid	OC(Cc1ccc(O)cc1)C(O)=O	InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)	JVGVDSSUAVXRDY-UHFFFAOYSA-N	C9H10O4	CHEBI:17385	C03672	HMDB0000755	
